"first_name","last_name","hire_date"
"Sailaja","Vecchio","11/16/1989"
"Sorina","Gewali","10/23/1989"
"Christoph","Remmele","1/16/1989"
"Boalin","Cusworth","3/5/1989"
"Rayond","Khalid","11/3/1989"
"Armond","Comte","8/10/1989"
"Anoosh","Yamaashi","4/21/1989"
"Arumugam","Berendt","6/11/1989"
"Sham","Speer","7/12/1989"
"Arto","Linares","5/23/1989"
"Marjo","Krohm","1/1/1989"
"Sreekrishna","Hagimont","1/18/1989"
"Shigehito","Foong","5/9/1989"
"Vitaly","Picci","11/6/1989"
"Fumitaka","Schiettecatte","9/1/1989"
"Zito","Lamparter","4/2/1989"
"Neven","Braunmuhl","7/1/1989"
"Vidar","Brizzi","8/14/1989"
"Georg","Ranum","7/31/1989"
"Muzhong","Beerel","1/27/1989"
"Mandell","Chenoweth","6/6/1989"
"Hilari","Schnabel","6/9/1989"
"Abdulah","Conry","8/18/1989"
"Luise","Erev","8/4/1989"
"Nigel","Ermel","7/8/1989"
"Hairong","Falby","7/29/1989"
"Hugh","Perez","1/21/1989"
"Aamod","Andreotta","5/6/1989"
"Zeydy","Kossowski","8/9/1989"
"Kristof","Openshaw","5/11/1989"
"Margareta","Pietrzykowski","11/25/1989"
"Zhonghua","Perly","4/14/1989"
"Vugranam","Ruemmler","4/30/1989"
"Bangqing","Thambidurai","1/24/1989"
"Frederique","Docker","6/6/1989"
"Sreekrishna","Coombs","3/22/1989"
"Paris","Demri","3/2/1989"
"Navid","Emmerich","5/23/1989"
"Bogdan","Hasenauer","12/12/1989"
"Bedir","Marrakchi","5/13/1989"
"Sanjiv","Yurek","1/22/1989"
"Bogdan","Sanella","4/24/1989"
"Ohad","Wossner","1/20/1989"
"Olivera","Budinsky","10/2/1989"
"Mats","McFarlin","11/13/1989"
"Kristinn","Ozeki","1/29/1989"
"Yannik","Rebaine","2/3/1989"
"Toshimitsu","Zobel","7/22/1989"
"Amstein","Clouatre","6/8/1989"
"Weiyi","Spataro","2/17/1989"
"Jaewon","Parhami","6/24/1989"
"Parke","Angelov","8/12/1989"
"Uwe","Knightly","10/8/1989"
"Mitsuyuki","Hempstead","6/13/1989"
"Clyde","Perl","4/14/1989"
"Basem","Gyimothy","8/4/1989"
"Kiyomitsu","Schade","6/26/1989"
"Mitchel","Rikino","4/15/1989"
"Aral","Murtagh","8/24/1989"
"Candida","Perfilyeva","4/3/1989"
"Apostol","Erde","6/8/1989"
"Martins","Zedlitz","5/4/1989"
"Billur","Samarati","3/29/1989"
"Abdelaziz","Weisert","3/26/1989"
"Tomokazu","Otillio","2/9/1989"
"Garnet","Masamoto","1/1/1989"
"Tze","Quadeer","1/2/1989"
"Ioana","Birjandi","3/5/1989"
"TRUE","Lamparter","1/11/1989"
"Weijing","Bednarek","6/1/1989"
"Sreenivas","Bottner","8/29/1989"
"Guther","Rothenberg","1/28/1989"
"Luise","Baig","5/31/1989"
"Berry","Karnin","5/17/1989"
"Morris","Leivant","10/25/1989"
"Sanjay","Henders","11/16/1989"
"Akeel","Peak","4/26/1989"
"Shakhar","Kohling","10/2/1989"
"Weicheng","Lammel","9/13/1989"
"Kellie","Murtha","7/21/1989"
"Katsuo","Remmers","7/17/1989"
"Jenwei","Viele","6/3/1989"
"Dinkar","Sullins","6/17/1989"
"Sakthirel","Flasterstein","6/7/1989"
"Stabislas","Gubsky","3/11/1989"
"Percy","Fortenbacher","10/8/1989"
"Shay","Harnett","6/23/1989"
"Toshiki","Middleton","3/15/1989"
"Nikolaus","Demizu","4/5/1989"
"Yucai","Stamatiou","1/10/1989"
"Stepehn","Radwan","7/7/1989"
"Quingbo","Zastre","7/20/1989"
"Rafols","Frolund","4/24/1989"
"Xianlong","Escriba","10/14/1989"
"Filipp","Radivojevic","11/1/1989"
"Hairong","Chachaty","5/19/1989"
"Hiroyasu","Bressoud","7/29/1989"
"Barun","Barriga","9/14/1989"
"King","Puppo","4/17/1989"
"Siamak","Ruther","7/15/1989"
"Sampalli","Ponthieu","7/14/1989"
"Theron","Peac","2/6/1989"
"Wayne","Engberts","7/12/1989"
"Susumu","Matzen","6/2/1989"
"Kenroku","Lorin","4/20/1989"
"Takahira","Zultner","5/25/1989"
"Georg","Katzenelson","7/31/1989"
"Arunachalam","Genther","9/22/1989"
"Fuqing","Lakshmanan","7/29/1989"
"Chiradeep","Pelz","12/12/1989"
"Larisa","Kruskal","11/18/1989"
"Reinhard","Danner","2/3/1989"
"Rosli","Peron","4/14/1989"
"Maik","Beutelspacher","8/21/1989"
"Feiyu","Hennings","1/17/1989"
"Atreye","Makinen","6/12/1989"
"Masasuke","Linnainmaa","8/23/1989"
"Fumiko","Birke","5/27/1989"
"Florian","Kadhim","10/16/1989"
"Mohammed","Conta","9/13/1989"
"Shahaf","Bodoff","7/29/1989"
"Aemilian","Chiola","3/28/1989"
"Yuriy","Krohn","10/13/1989"
"Anyuan","Luiz","6/12/1989"
"Honglan","Rosch","12/25/1989"
"Taizo","Picci","4/9/1989"
"Utz","Braccini","8/23/1989"
"Bader","Radivojevic","10/22/1989"
"Martien","Baez","2/7/1989"
"Uri","Hashii","8/26/1989"
"Jaroslava","Plesums","4/15/1989"
"Dinkar","Kroha","12/28/1989"
"Tonny","Guenter","3/14/1989"
"Xiahua","Lanzelotte","5/17/1989"
"Nitsan","Perelgut","6/18/1989"
"Halsur","Bach","4/29/1989"
"Jaroslava","Gils","4/17/1989"
"Shigeu","Poujol","10/15/1989"
"Nishit","Teitelbaum","8/12/1989"
"Shen","Radwan","3/11/1989"
"Giri","Rubsam","2/20/1989"
"Mamdouh","Kalloufi","2/2/1989"
"Przemyslawa","Willoner","2/26/1989"
"Sudharsan","Schurmann","6/29/1989"
"Guttorm","Jeong","3/17/1989"
"Gunilla","Lalonde","3/18/1989"
"Mads","Sessa","5/4/1989"
"Lenore","Pulkowski","3/22/1989"
"Arnd","Vadhan","5/17/1989"
"Lech","Deville","2/23/1989"
"Conor","Litzler","2/21/1989"
"Oguz","Maginnis","4/6/1989"
"Francesca","Rusterholz","8/31/1989"
"Bodh","Czap","5/27/1989"
"Foong","Pleszkun","6/13/1989"
"Amabile","Vecchi","4/21/1989"
"Marla","Molberg","2/15/1989"
"Weiwu","Tanemo","9/13/1989"
"Eirik","Bellone","4/17/1989"
"Shao","Zolotykh","7/16/1989"
"Dinkar","Aingworth","5/2/1989"
"Licheng","Vanwelkenhuysen","1/18/1989"
"Luerbio","Gustavson","9/12/1989"
"Noritoshi","Candan","12/30/1989"
"Freyja","Frijda","7/6/1989"
"Ravishankar","Veccia","9/24/1989"
"Ranga","Alpin","9/26/1989"
"Jouni","Cullers","1/12/1989"
"Naftali","Swen","9/1/1989"
"Alejandro","Ruemmler","5/3/1989"
"Gila","McAlpine","10/5/1989"
"Ymte","Rosiles","8/17/1989"
"Shin","Matzke","1/25/1989"
"Toney","Perry","1/17/1989"
"Greger","Vecchi","7/10/1989"
"Pintsang","Garnham","8/21/1989"
"Subir","Suri","12/19/1989"
"Maha","Ecklund","4/30/1989"
"Zengping","Bolotov","12/4/1989"
"Lein","Gulak","4/19/1989"
"Shan","Sankaranarayanan","7/25/1989"
"Vesna","Kitsuregawa","7/15/1989"
"Hideyuki","Khamsi","2/26/1989"
"Boutros","Zambonelli","12/4/1989"
"Ute","Jayawardene","7/25/1989"
"Torsten","Christianini","7/27/1989"
"Yannik","Pollacia","4/12/1989"
"Christfried","Nastansky","2/24/1989"
"Adhemar","Suessmith","6/18/1989"
"Vesna","Sinicrope","1/22/1989"
"Odysseas","Toyoshima","9/6/1989"
"Richara","Baca","8/8/1989"
"Marco","Menyhert","1/5/1989"
"Babette","Kolinko","9/18/1989"
"Jovan","Bale","5/9/1989"
"Greger","Schapire","1/4/1989"
"Brendon","Gente","8/30/1989"
"Teunis","Krogh","8/10/1989"
"Heping","Cyne","7/29/1989"
"Susanta","Hiraishi","2/9/1989"
"Koldo","Binkley","9/12/1989"
"Erzsebet","Yamaashi","12/22/1989"
"Mahmut","Akazan","6/21/1989"
"Aemilian","Papadias","3/5/1989"
"Val","Kamble","9/24/1989"
"Arun","Norsworthy","1/1/1989"
"Shen","Kushnir","10/25/1989"
"Weicheng","Tyugu","6/26/1989"
"Naftali","Hegner","3/24/1989"
"Khalil","Heering","11/7/1989"
"Aluzio","Luck","10/8/1989"
"Subhrajyoti","Gien","5/31/1989"
"Tuval","Cromarty","7/23/1989"
"Zvonko","Krider","3/5/1989"
"Masoud","Flexer","11/10/1989"
"Eben","Bhattacharjee","4/29/1989"
"Arie","Basagni","8/30/1989"
"Flemming","Schiper","5/29/1989"
"Panayotis","Baca","3/16/1989"
"Zdislav","Socorro","7/7/1989"
"Irene","Rosca","6/19/1989"
"Chinya","Gaughan","3/24/1989"
"Sadun","Jiafu","10/22/1989"
"Seongbae","Navazio","11/23/1989"
"Tristan","Famili","4/24/1989"
"Sanjeeva","Rothenberg","9/4/1989"
"Nadjib","Aingworth","9/10/1989"
"Hironoby","Serdy","11/5/1989"
"Erez","Gonthier","3/3/1989"
"Niranjan","Pappas","8/14/1989"
"Sanjit","Baak","10/3/1989"
"Susanne","Anger","7/19/1989"
"Dietrich","Hiltgen","7/29/1989"
"Baziley","Cromarty","12/2/1989"
"Hideyuki","Cooman","5/31/1989"
"Claudi","Bolotov","2/9/1989"
"Mario","Tetzlaff","8/18/1989"
"Aiman","Picco","2/19/1989"
"Leszek","Schaft","7/8/1989"
"Tsz","Kisuki","3/30/1989"
"Mats","Borovoy","12/14/1989"
"Sushant","Baja","5/11/1989"
"Caolyn","Kusakari","4/30/1989"
"Kenton","Papadias","8/23/1989"
"Angus","Uhrik","12/18/1989"
"Reuven","Krybus","2/6/1989"
"Jaques","Rohrbach","3/22/1989"
"Fumitake","Zielinski","10/2/1989"
"Mani","Papsdorf","10/5/1989"
"Kwee","Rindone","11/27/1989"
"Adin","Fiebach","11/13/1989"
"Jasminko","Miake","8/23/1989"
"Oddvar","Roccetti","6/9/1989"
"George","Norsworthy","9/2/1989"
"Kasturi","McDermid","10/19/1989"
"Branimir","Dratva","2/12/1989"
"Ingemar","Crelier","12/12/1989"
"Lalit","Landherr","12/18/1989"
"Giri","Shigei","1/7/1989"
"Jagoda","Rijsenbrij","10/16/1989"
"Ayonca","Sewelson","3/21/1989"
"Emran","Rettelbach","1/16/1989"
"Bernt","Juneja","3/23/1989"
"Vishv","Vickson","9/5/1989"
"Sahrah","Ligten","1/28/1989"
"Yechezkel","Birrer","11/14/1989"
"Jagoda","Beerel","8/10/1989"
"Pintsang","Uludag","10/18/1989"
"Douadi","Schrooten","8/15/1989"
"Kazuhiko","Koshiba","9/11/1989"
"Murthy","Impagliazzo","12/17/1989"
"Ioana","Haldar","8/31/1989"
"Remzi","Crabtree","5/5/1989"
"Nadjib","Ginneken","12/29/1989"
"Chirstian","Glinert","7/20/1989"
"Herb","Birge","5/19/1989"
"Khalid","Erva","10/5/1989"
"Youpyo","Plesums","9/13/1989"
"Shigenori","Nannarelli","7/15/1989"
"Gor","Gente","2/14/1989"
"Katsuo","Sullins","11/18/1989"
"Chinhyun","Oberman","9/6/1989"
"Yongmin","Erman","6/6/1989"
"Sandeepan","Francisci","3/15/1989"
"Conrado","Hopewell","12/2/1989"
"Lubomir","DeMori","4/29/1989"
"Koichi","Acton","3/19/1989"
"Yongmao","Rosch","12/7/1989"
"Peer","Selenyi","2/9/1989"
"Mihalis","Syrzycki","9/29/1989"
"Rafael","Liesche","7/15/1989"
"Volkmar","Tibblin","10/16/1989"
"Richara","Thiran","8/2/1989"
"Maik","Solovay","12/23/1989"
"Shigehito","Kalsbeek","7/14/1989"
"Kamakshi","Hanratty","3/5/1989"
"Lihong","Kirkerud","5/27/1989"
"Khedija","Dengi","2/9/1989"
"Bangqing","Edelhoff","5/18/1989"
"Moti","Lunn","9/2/1989"
"Jinxi","Terlouw","12/29/1989"
"Licheng","Pokrovskii","5/17/1989"
"Eric","Ducloy","4/4/1989"
"Mario","Ratnaker","12/4/1989"
"Mana","Hoppenstand","9/29/1989"
"Larisa","Koblick","10/7/1989"
"Cordelia","Schlenzig","5/4/1989"
"Bernice","Schnelling","1/22/1989"
"Vishu","Heiserman","4/21/1989"
"Jeane","Vieri","1/12/1989"
"Heekeun","Ariola","10/2/1989"
"Fei","Guenter","7/10/1989"
"Hatsukazu","Sethi","5/7/1989"
"Hatem","Zucker","6/25/1989"
"Yongmin","Liesche","4/24/1989"
"Hatsukazu","Thiria","5/18/1989"
"Arie","Kranzdorf","5/30/1989"
"Vivian","Adachi","12/4/1989"
"Subbu","Bernini","7/26/1989"
"Greger","Streit","3/30/1989"
"Wayne","Sethi","8/11/1989"
"Douadi","Berendt","4/25/1989"
"Kshitij","Janetzko","4/2/1989"
"Francesca","Benantar","3/16/1989"
"Xumin","Nyrup","2/19/1989"
"Lakshmi","Merks","9/23/1989"
"Hauke","Poehlman","9/6/1989"
"Hailing","Malabarba","7/15/1989"
"Nechama","Muchinsky","6/11/1989"
"Arvind","Strandh","2/17/1989"
"Edwin","Grospietsch","6/9/1989"
"Uri","Miake","5/27/1989"
"Jamaludin","Brookner","7/5/1989"
"Uinam","Matzov","7/23/1989"
"Youssef","Schwabacher","3/4/1989"
"Hausi","Kalafatis","10/21/1989"
"Arvin","Jahnichen","12/7/1989"
"Zhigen","Broomell","12/23/1989"
"Mohd","Rosen","9/30/1989"
"Geraldo","Olano","11/21/1989"
"Armond","Plumb","2/13/1989"
"Arfst","Knightly","4/2/1989"
"Moti","Petereit","10/8/1989"
"Licheng","Reistad","7/5/1989"
"Christfried","Senzako","9/18/1989"
"Leszek","Joslin","9/21/1989"
"Douadi","Schneeberger","4/12/1989"
"Nechama","Lieberherr","1/18/1989"
"Maya","Vasanthakumar","11/30/1989"
"Insup","Rosti","11/23/1989"
"Olivera","Jording","3/7/1989"
"Gopalakrishnan","Orsini","4/7/1989"
"Yuriy","Maraist","12/25/1989"
"Shigehiro","Karcich","12/12/1989"
"Rosalyn","Uludag","4/13/1989"
"Cathie","Ozeki","6/15/1989"
"Toney","Caine","7/1/1989"
"Hironoby","Sadowski","9/28/1989"
"Boutros","Radwan","6/13/1989"
"Maria","Seiwald","8/2/1989"
"Guther","Kowalchuk","4/27/1989"
"Chinho","Ramalingam","4/6/1989"
"Unal","Berendt","6/17/1989"
"Guther","Munck","8/22/1989"
"Genki","Edelhoff","10/11/1989"
"Yuuichi","Ozeri","3/31/1989"
"Yagil","Hockney","8/27/1989"
"Horward","Morrey","6/23/1989"
"Vatsa","Bade","3/5/1989"
"Somnath","Landherr","5/28/1989"
"Zito","Schahn","9/20/1989"
"Maha","Foong","7/21/1989"
"Adib","Stille","10/14/1989"
"Akeno","Schapire","10/24/1989"
"Danny","Pezzoli","12/23/1989"
"Val","Hitomi","4/16/1989"
"Kazuhiro","Perly","8/19/1989"
"Uzi","Brobst","1/24/1989"
"JoAnna","Janetzko","9/1/1989"
"Arve","Showalter","5/16/1989"
"Jeanna","Shrader","2/17/1989"
"Hyuckchul","Famili","12/17/1989"
"Fusako","Kusakabe","10/17/1989"
"Gad","Baba","7/21/1989"
"Remko","DasSarma","5/30/1989"
"Karsten","Kisuki","8/3/1989"
"Leandro","Fetvedt","3/1/1989"
"Xudong","Dulay","2/4/1989"
"Branimir","Takanami","6/1/1989"
"Mang","Ertl","3/4/1989"
"Doohun","Murillo","4/20/1989"
"Szabolcs","Dengi","10/3/1989"
"Lihong","Bruckman","9/18/1989"
"Dulce","Zeidenstein","11/25/1989"
"Yifei","Herbst","11/15/1989"
"Kensyu","Unno","1/15/1989"
"Sadegh","Stentiford","3/16/1989"
"Bartek","Christianini","11/8/1989"
"Chikara","Azadmanesh","7/12/1989"
"Weiwu","Lamma","11/19/1989"
"Paloma","Benzaken","10/17/1989"
"Qunsheng","Alvarado","7/17/1989"
"Gor","Grabner","3/3/1989"
"Seshu","Highland","8/13/1989"
"Mani","Kuzuoka","12/15/1989"
"Waiman","Karunanithi","2/3/1989"
"Sandeepan","Bernardeschi","6/5/1989"
"Ronghao","Radhakrishnan","7/4/1989"
"Anyuan","Etalle","1/12/1989"
"Kensei","Slaats","7/10/1989"
"Hongzue","Roccetti","1/14/1989"
"Ramachenga","Kuhnemann","7/7/1989"
"Pascal","Picaronny","8/10/1989"
"Hitofumi","Selvestrel","1/20/1989"
"Trygve","Birjandi","12/14/1989"
"Abdelghani","Feldhoffer","1/31/1989"
"Dmitry","Cappello","3/22/1989"
"Leaf","Gulak","8/25/1989"
"Foong","Penttonen","6/9/1989"
"Yolla","Zhang","1/27/1989"
"Kiam","Wegerle","9/16/1989"
"Ranga","Salinas","3/22/1989"
"Toshimi","Bach","3/20/1989"
"Chiranjit","Hiltgen","9/24/1989"
"Parke","Rosenbaum","5/4/1989"
"Mahendra","Lueh","12/14/1989"
"Bezalel","Brodal","10/5/1989"
"Xianlong","Guenter","5/8/1989"
"Qunsheng","Chaudhuri","8/1/1989"
"Arlette","Lipner","10/27/1989"
"Yuqun","Azumi","3/1/1989"
"Pramod","Flasterstein","2/21/1989"
"Val","Monarch","9/28/1989"
"Fen","Tanemo","11/7/1989"
"Lokesh","Bressoud","5/16/1989"
"Tetsurou","Cummings","4/6/1989"
"Hyuncheol","Hanratty","3/26/1989"
"Menkae","Demizu","10/19/1989"
"Tremaine","Chartres","8/27/1989"
"Subir","Ranst","4/18/1989"
"Karoline","Aseltine","11/13/1989"
"Kwangho","Baik","10/14/1989"
"Hideo","Waymire","1/10/1989"
"Shan","Leppanen","8/11/1989"
"Jouni","Luan","3/17/1989"
"Ramzi","Beerel","3/19/1989"
"Vasiliy","Garnier","2/15/1989"
"Giap","Hofman","3/3/1989"
"Feixiong","Gils","10/18/1989"
"Bogdan","Reeker","11/19/1989"
"Conrado","Penttonen","8/29/1989"
"Wilmer","Papadias","10/14/1989"
"Oscar","Ramras","6/9/1989"
"Piyush","Stroustrup","12/22/1989"
"Ohad","Whittlesey","10/3/1989"
"Jiafu","Smeets","11/25/1989"
"Dietrich","Thisen","9/4/1989"
"Xiaoqiu","Herbst","2/8/1989"
"Aloys","Pehl","12/4/1989"
"Katsuyuki","Georgatos","12/22/1989"
"Christophe","Delgrande","3/12/1989"
"Ranga","Angel","6/5/1989"
"Ramalingam","Schade","10/19/1989"
"Tru","Krohm","6/28/1989"
"Siamak","Perez","10/1/1989"
"Rafols","Madeira","4/19/1989"
"Leucio","Genther","2/24/1989"
"Mabo","Munck","6/27/1989"
"Bartek","Brlek","6/19/1989"
"Khosrow","Heinisuo","9/28/1989"
"Kazuhiko","Ladret","12/29/1989"
"Gopalakrishnan","Peng","8/18/1989"
"Slavian","Melton","9/26/1989"
"Yuriy","Peot","1/15/1989"
"Yunming","Naudin","6/30/1989"
"Saddek","Prochazka","9/7/1989"
"Neven","Schaaf","10/4/1989"
"Shigeo","Dymetman","10/22/1989"
"Bernt","Besselaar","5/13/1989"
"Bader","Schade","6/16/1989"
"Shrikanth","Ibel","1/12/1989"
"Ferdinand","Vitiello","3/20/1989"
"Gaetan","Schaft","7/16/1989"
"Masali","Kropf","5/24/1989"
"Halsur","Melton","11/28/1989"
"Yoshinari","Poehlman","12/17/1989"
"Masaki","Zyda","8/27/1989"
"Mariangiola","Morrin","10/5/1989"
"Yuguang","Benzaken","3/12/1989"
"Kinh","Krohn","7/17/1989"
"Munehiro","Bultermann","2/8/1989"
"Dines","Pezzoli","12/21/1989"
"Wanqing","Kroon","6/25/1989"
"Gretta","Isaak","12/20/1989"
"Mona","Pfau","11/21/1989"
"Shigeichiro","Gihr","2/9/1989"
"Kazuhira","Portugali","1/13/1989"
"Godehard","Delaune","2/27/1989"
"Jolita","Munch","5/7/1989"
"Shiv","Peternell","1/17/1989"
"Snehasis","Plumb","1/29/1989"
"Fumiyo","Pellegrinelli","2/22/1989"
"Yishay","Collavizza","5/12/1989"
"Yifei","Erman","5/28/1989"
"Georgi","Decleir","12/20/1989"
"Munehiro","Trogemann","11/17/1989"
"Padma","Dusink","3/19/1989"
"Narain","Piancastelli","7/8/1989"
"Sadun","Rettelbach","6/6/1989"
"Dines","Cyne","1/23/1989"
"Garnik","Montresor","2/16/1989"
"Qiwen","Borovoy","1/29/1989"
"Marco","Comyn","4/14/1989"
"Guther","Bage","12/1/1989"
"Gian","McConalogue","3/25/1989"
"Yuguang","Garnick","10/31/1989"
"Raimond","Olano","1/23/1989"
"Zhonghua","Cesareni","6/26/1989"
"Houman","Guerreiro","3/7/1989"
"Weiyi","Baek","4/24/1989"
"Narain","Luiz","1/10/1989"
"Surveyors","Mundy","3/1/1989"
"Shirish","Shokrollahi","11/12/1989"
"JoAnna","Schahn","2/6/1989"
"Somnath","Sambasivam","5/20/1989"
"Niranjan","Christianini","1/23/1989"
"Fai","Spieker","6/5/1989"
"Armond","Pettis","8/14/1989"
"Rance","Baby","10/11/1989"
"Irene","Syrotiuk","7/27/1989"
"Elgin","Driscoll","6/2/1989"
"Barton","Marquardt","3/17/1989"
"Reinhard","Oppitz","5/22/1989"
"Remzi","Maquelin","6/27/1989"
"Sven","Manders","1/28/1989"
"Anwar","Kornatzky","11/2/1989"
"Morris","Zschoche","5/7/1989"
"Serif","Vandervoorde","9/26/1989"
"Maren","Thombley","7/28/1989"
"Khoa","Isaac","12/23/1989"
"Berhard","Murthy","5/3/1989"
"Guiseppe","Kleiser","11/8/1989"
"Mansur","Rusmann","1/26/1989"
"Xiaoshan","Luby","12/30/1989"
"Uri","Solovay","6/7/1989"
"Stein","Gajiwala","10/31/1989"
"Yannis","Birge","4/7/1989"
"Dannz","Narahara","11/8/1989"
"Magy","Kobuchi","6/23/1989"
"Garnet","Bratsberg","3/15/1989"
"Tadahiko","Miyakawa","6/30/1989"
"Nathan","Feldmann","2/25/1989"
"Selwyn","Keohane","6/6/1989"
"Ronghao","Takanami","4/11/1989"
"Alain","Bazzichi","10/3/1989"
"Hidde","Zongker","2/20/1989"
"Jinya","Trumbly","10/3/1989"
"Yoshimitsu","Hanabata","6/15/1989"
"Huei","Copas","4/27/1989"
"Gilbert","Rosay","2/14/1989"
"Zhilian","Covnot","1/26/1989"
"Patricia","Bamford","10/10/1989"
"Jouni","Fordan","4/26/1989"
"Satoru","Raoux","12/25/1989"
"Gad","Botman","8/29/1989"
"Fumiya","Lund","4/29/1989"
"Volkmar","Sinitsyn","7/28/1989"
"Fatemeh","Hemaspaandra","4/29/1989"
"Harngdar","Lorys","9/4/1989"
"Perry","Falster","9/9/1989"
"Giri","Choobineh","9/1/1989"
"Lidong","Suermann","7/28/1989"
"Toshiko","Marwedel","11/8/1989"
"Leah","Lindqvist","9/6/1989"
"Zdislav","Polupanov","12/4/1989"
"Doohun","Rosti","12/24/1989"
"Teunis","Eiter","4/7/1989"
"Kazuhiko","Benantar","5/3/1989"
"Breannda","Steenbeek","1/22/1989"
"Atilio","Stasinski","2/24/1989"
"Rance","Weiland","11/10/1989"
"Roselyn","Parveen","8/22/1989"
"Shigehiro","Bugaenko","9/24/1989"
"Naftaly","Conry","3/26/1989"
"Ranga","McDermid","10/30/1989"
"Marke","Fontet","8/19/1989"
"Phillip","Diderrich","11/15/1989"
"Cullen","Linnainmaa","3/14/1989"
"Yuping","Angelov","12/1/1989"
"Stella","Dredge","10/15/1989"
"Yefim","Rebaine","8/30/1989"
"Yongmin","Marrevee","8/15/1989"
"Moss","Pesch","9/17/1989"
"Shuzo","Siochi","5/30/1989"
"Yahiko","Perin","2/1/1989"
"Patricia","Roisin","10/18/1989"
"Mori","Suppi","7/24/1989"
"Kolar","Bernick","1/8/1989"
"Neelam","Gulla","6/18/1989"
"Howell","Collavizza","3/29/1989"
"Jouni","Pavlopoulou","5/12/1989"
"Alair","Hiyoshi","4/22/1989"
"Aimee","Preusig","10/30/1989"
"Jiakeng","Grospietsch","6/29/1989"
"Candida","Jiang","3/25/1989"
"Lansing","Cunliffe","3/21/1989"
"Karoline","Kleiser","1/17/1989"
"Xiaoqiang","Kropatsch","9/27/1989"
"Fan","Fiutem","1/7/1989"
"Karlis","Shiratori","10/13/1989"
"Fen","Schach","7/5/1989"
"Masaki","Braccini","9/22/1989"
"Kazunori","Kisuki","3/7/1989"
"Khedija","Yeung","10/4/1989"
"Roded","Masand","7/29/1989"
"Parviz","Rodite","9/18/1989"
"Ferdinand","Hiyoshi","10/27/1989"
"Chandrasekaran","Dayang","5/30/1989"
"Mohua","Boyle","3/25/1989"
"Augustine","Provine","9/13/1989"
"Juichirou","Chleq","9/25/1989"
"Sukumar","Wynblatt","11/25/1989"
"Dhritiman","Atrawala","2/6/1989"
"Nidapan","Dalphin","6/6/1989"
"Shaleah","Cangellaris","11/17/1989"
"Shao","Mahnke","8/4/1989"
"Suzette","Smeets","8/21/1989"
"Sugwoo","DuCasse","7/11/1989"
"Heping","Kisuki","2/18/1989"
"Aron","Gonthier","11/30/1989"
"Adel","Piveteau","9/7/1989"
"Zito","Taubman","3/17/1989"
"Qiwen","Kroll","12/14/1989"
"Ymte","Pettis","1/29/1989"
"Tsutomu","Casley","9/2/1989"
"Souichi","Billawala","5/4/1989"
"Quingbo","Merli","7/21/1989"
"Shaibal","Lorie","11/30/1989"
"Bernd","Nergos","5/19/1989"
"Yefim","Xiaoshan","1/31/1989"
"Lein","Krichel","2/19/1989"
"Chiradeep","Vadhan","8/3/1989"
"Toong","Babb","7/4/1989"
"Jaana","Quadeer","12/18/1989"
"Masami","Hofman","9/13/1989"
"Gian","Millington","7/4/1989"
"Thodoros","Xiaoshan","10/9/1989"
"Jianhua","Cyre","8/5/1989"
"Rutger","Usery","9/21/1989"
"Arumugam","Schade","11/20/1989"
"Armond","Olano","1/10/1989"
"George","DasSarma","5/4/1989"
"Atreye","Billingsley","11/21/1989"
"Mayumi","Bondorf","5/15/1989"
"Phillip","Schmezko","12/28/1989"
"Fox","Nitta","8/27/1989"
"Naftaly","Veccia","2/19/1989"
"Malu","Warwick","3/17/1989"
"Yannis","Birjandi","3/6/1989"
"Fay","McFarlan","6/15/1989"
"Zhilian","Apsitis","9/15/1989"
"Leen","Rando","12/24/1989"
"Slavian","Lieberherr","8/20/1989"
"Khue","Babb","12/15/1989"
"Martine","Stassinopoulos","2/10/1989"
"Leszek","Keustermans","6/25/1989"
"Fumiya","Dolinsky","10/10/1989"
"Hilary","Katiyar","9/16/1989"
"Haldon","Siochi","4/29/1989"
"Syozo","Gajiwala","6/20/1989"
"Mabhin","Rajala","4/27/1989"
"Guoxiang","Champarnaud","9/22/1989"
"Gopalakrishnan","Weiland","5/13/1989"
"Subbu","Conte","4/17/1989"
"Pranas","Matzen","3/13/1989"
"Kazuhiko","Jenevein","4/2/1989"
"Arve","Ladret","2/13/1989"
"Dipankar","Zhiwei","7/7/1989"
"Zsolt","Fetvedt","4/14/1989"
"Basil","Hasham","12/6/1989"
"Oguz","Fritzsche","2/14/1989"
"Mikhail","Solovay","2/19/1989"
"Jagoda","Weisert","5/30/1989"
"Conor","Gopalakrishnan","5/14/1989"
"Yuuichi","Sommer","5/27/1989"
"Jahangir","Speer","9/29/1989"
"Leucio","Ouhyoung","10/3/1989"
"Felicidad","Polajnar","11/25/1989"
"Tianruo","Encarnacion","7/15/1989"
"JoAnne","Molberg","1/20/1989"
"Narain","Uehara","4/6/1989"
"Moty","Puoti","11/4/1989"
"Tokuyasu","Peron","3/8/1989"
"Shounak","Puppo","11/19/1989"
"Maris","Perko","7/1/1989"
"Sibyl","Munos","11/16/1989"
"Florina","Lamparter","6/5/1989"
"Charmane","Juneja","7/16/1989"
"Aamer","Lieblein","11/14/1989"
"Duangkaew","Shackell","1/20/1989"
"Zhonghui","Reistad","2/4/1989"
"Tooru","Schwartzburd","2/2/1989"
"Subhankar","Tomescu","11/17/1989"
"Boutros","Dulli","8/13/1989"
